Timestamp,People_Crossing,People_In_Crosswalk_Now,Avg_People_Velocity_Crossing_pixels/sec,People_Waiting,People_In_Waiting_Now,Avg_People_Velocity_Waiting_pixels/sec,Vehicles,Avg_Vehicle_Velocity_pixels/sec,Queued_Vehicles,Label
33:21.7,4,4,172.7819419,4,4,172.7819419,8,108.4298405,0,green
33:21.9,4,4,187.3200282,4,4,187.3200282,7,152.8631112,1,green
33:22.2,3,3,249.2114669,3,3,249.2114669,7,104.0556539,1,green
33:22.4,2,2,285.2615565,2,2,285.2615565,6,77.41818511,1,green
33:22.6,4,4,201.0893471,4,4,201.0893471,5,83.99840536,0,green
33:22.8,4,4,272.2864594,4,4,272.2864594,5,86.5614994,0,green
33:23.1,5,5,151.4520383,5,5,151.4520383,5,91.85501857,1,green
33:23.3,4,4,68.89178025,4,4,68.89178025,6,97.01198132,1,green
33:23.6,4,4,58.80830619,4,4,58.80830619,6,98.65426304,1,green
33:23.8,4,4,82.92451457,4,4,82.92451457,6,92.82954986,1,green
33:24.0,4,4,84.92693111,4,4,84.92693111,5,26.81167903,0,green
33:24.3,4,4,82.48089658,4,4,82.48089658,6,115.4845305,1,green
33:24.5,4,4,104.4915937,4,4,104.4915937,6,63.48380786,2,green
33:24.7,3,3,76.98073394,3,3,76.98073394,6,45.1090144,1,green
33:25.0,3,3,79.2543624,3,3,79.2543624,7,37.11020162,1,green
33:25.2,3,3,94.05160734,3,3,94.05160734,7,33.98164725,1,green
33:25.4,3,3,87.71146331,3,3,87.71146331,6,27.06504241,2,green
33:25.7,3,3,80.20656849,3,3,80.20656849,7,31.07215367,0,green
33:25.9,3,3,56.96277302,3,3,56.96277302,7,40.40772663,0,green
33:26.2,3,3,54.56309626,3,3,54.56309626,6,46.18130616,0,green
33:26.4,3,3,107.4382107,3,3,107.4382107,6,56.60721881,0,green
33:26.7,3,3,52.51826236,3,3,52.51826236,6,41.12582306,0,green
33:26.9,3,3,54.9542693,3,3,54.9542693,7,46.59085182,1,green
33:27.1,3,3,57.17792326,3,3,57.17792326,7,41.98826092,0,green
33:27.4,3,3,125.6468852,3,3,125.6468852,9,55.9510097,0,green
33:27.6,3,3,47.47709202,3,3,47.47709202,7,54.01701017,1,green
33:27.9,3,3,33.24554896,3,3,33.24554896,7,57.53842173,1,green
33:28.2,3,3,69.88972723,3,3,69.88972723,8,51.34398191,0,green
33:28.5,3,3,38.37846626,3,3,38.37846626,8,48.18932435,1,green
33:28.8,3,3,81.98484725,3,3,81.98484725,8,43.9500227,2,green
33:29.0,3,3,126.0170721,3,3,126.0170721,7,43.86454674,0,green
33:29.3,3,3,40.97796071,3,3,40.97796071,6,33.00939865,2,green
33:29.5,3,3,140.0326541,3,3,140.0326541,6,32.50095969,1,green
33:29.8,3,3,162.1900452,3,3,162.1900452,6,42.1809806,0,green
33:30.0,4,4,59.32414833,4,4,59.32414833,8,59.81903578,0,green
33:30.3,4,4,76.13960908,4,4,76.13960908,8,53.51202844,2,green
33:30.5,4,4,37.8574073,4,4,37.8574073,8,82.9999089,1,green
33:30.8,3,3,128.4918582,3,3,128.4918582,8,53.96052792,1,green
33:31.0,3,3,72.13906097,3,3,72.13906097,7,59.24514837,1,green
33:31.2,3,3,42.08024998,3,3,42.08024998,7,72.93896137,0,green
33:31.5,3,3,45.60251301,3,3,45.60251301,7,57.72775893,0,green
33:31.7,3,3,133.8767339,3,3,133.8767339,7,46.98799727,1,green
33:32.0,3,3,69.65955763,3,3,69.65955763,7,85.39882975,0,green
33:32.2,3,3,62.82381499,3,3,62.82381499,7,68.43449623,0,green
33:32.4,4,4,77.73826335,4,4,77.73826335,7,103.2039042,0,green
33:32.7,4,4,78.71328824,4,4,78.71328824,7,73.08102269,0,green
33:32.9,4,4,117.8952983,4,4,117.8952983,7,88.16177897,0,green
33:33.1,4,4,63.29609906,4,4,63.29609906,7,90.38662735,0,green
33:33.4,4,4,56.93298375,4,4,56.93298375,8,73.92361131,0,green
33:33.6,3,3,73.78912235,3,3,73.78912235,8,80.07551563,1,green
33:33.8,3,3,32.89998035,3,3,32.89998035,9,90.23777983,0,green
33:34.1,2,2,110.4243895,2,2,110.4243895,6,60.50365026,0,green
33:34.3,2,2,83.24595565,2,2,83.24595565,6,55.29197038,1,green
33:34.5,2,2,96.28175375,2,2,96.28175375,7,40.08336603,0,green
33:34.8,2,2,19.19941202,2,2,19.19941202,8,65.73221732,0,green
33:35.0,2,2,88.31770574,2,2,88.31770574,7,63.05408439,1,green
33:35.2,2,2,54.57314598,2,2,54.57314598,8,53.72422076,0,green
33:35.5,2,2,140.0774246,2,2,140.0774246,8,81.49209334,0,green
33:35.7,2,2,90.51746147,2,2,90.51746147,8,77.74250844,0,green
33:35.9,2,2,63.82794499,2,2,63.82794499,7,101.4938814,0,green
33:36.3,2,2,76.1726785,2,2,76.1726785,7,91.04664502,0,green
33:36.5,2,2,75.90317157,2,2,75.90317157,6,60.60739014,0,green
33:36.8,3,3,51.75530577,3,3,51.75530577,4,53.57585901,0,green
33:37.0,3,3,33.8348264,3,3,33.8348264,4,66.58706823,0,green
33:37.2,2,2,14.1601388,2,2,14.1601388,5,45.50170245,0,green
33:37.4,2,2,46.60706966,2,2,46.60706966,5,58.94079923,0,green
33:37.7,2,2,159.9337456,2,2,159.9337456,5,87.90737652,0,green
33:37.9,2,2,34.43167206,2,2,34.43167206,5,66.56336201,0,green
33:38.1,2,2,54.78493758,2,2,54.78493758,5,55.67537281,0,green
33:38.3,2,2,84.52136318,2,2,84.52136318,5,58.57681002,0,green
33:38.5,2,2,36.1311825,2,2,36.1311825,5,61.50541519,0,green
33:38.8,2,2,37.04479612,2,2,37.04479612,5,69.07345342,0,green
33:39.0,2,2,35.99401423,2,2,35.99401423,6,71.22977335,0,green
33:39.2,2,2,50.64322757,2,2,50.64322757,7,69.62660607,0,green
33:39.6,2,2,43.91620416,2,2,43.91620416,6,70.35876812,0,green
33:39.9,2,2,34.22256287,2,2,34.22256287,6,71.69485211,0,green
33:40.3,3,3,31.22367535,3,3,31.22367535,5,67.43612587,1,green
33:40.6,2,2,34.31134299,2,2,34.31134299,5,84.33317327,0,green
33:40.8,2,2,18.5186332,2,2,18.5186332,5,81.31298751,0,green
33:41.1,2,2,14.93298719,2,2,14.93298719,5,91.5418077,1,green
33:41.4,2,2,20.52684856,2,2,20.52684856,5,93.52400394,0,green
33:41.7,2,2,25.24831956,2,2,25.24831956,5,114.5978118,0,green
33:42.0,2,2,19.50014096,2,2,19.50014096,5,102.2104214,1,green
33:42.2,2,2,25.94595322,2,2,25.94595322,5,126.4078332,1,green
33:42.6,3,3,143.7895122,3,3,143.7895122,5,75.36525408,1,green
33:42.9,2,2,29.14839529,2,2,29.14839529,6,74.78952615,1,green
33:43.1,2,2,25.08650267,2,2,25.08650267,6,77.07237352,1,green
33:43.4,2,2,11.60066252,2,2,11.60066252,7,67.82991253,0,green
33:43.6,2,2,27.30003603,2,2,27.30003603,8,72.90961076,1,green
33:43.9,2,2,110.7467838,2,2,110.7467838,9,76.01963348,0,green
33:44.2,2,2,16.66018111,2,2,16.66018111,10,77.31019797,0,green
33:44.4,2,2,21.24688016,2,2,21.24688016,9,102.2228227,0,green
33:44.7,2,2,80.06799611,2,2,80.06799611,9,96.4373877,1,green
33:45.0,2,2,11.61782817,2,2,11.61782817,8,96.81372429,1,green
33:45.3,2,2,170.2604903,2,2,170.2604903,8,73.30406746,0,green
33:45.7,3,3,106.8472701,3,3,106.8472701,7,96.47729178,1,green
33:45.9,4,4,53.62312511,4,4,53.62312511,7,115.7322445,0,green
33:46.2,3,3,130.3543459,3,3,130.3543459,6,96.52706924,1,green
33:46.4,3,3,60.86277631,3,3,60.86277631,6,96.57660464,1,green
33:46.7,3,3,17.96434136,3,3,17.96434136,6,111.2475813,0,green
33:46.9,3,3,64.56581619,3,3,64.56581619,8,115.4433011,0,green
33:47.2,2,2,49.94473071,2,2,49.94473071,7,98.89289878,0,green
33:47.4,2,2,92.55951888,2,2,92.55951888,7,104.548087,0,green
33:47.7,2,2,139.3274657,2,2,139.3274657,7,103.7655477,0,green
33:48.0,3,3,97.51757722,3,3,97.51757722,6,100.9052698,0,green
33:48.2,3,3,78.46848229,3,3,78.46848229,6,96.37899264,0,green
33:48.4,3,3,316.4055629,3,3,316.4055629,6,88.97986392,0,green
33:48.7,5,5,127.698829,5,5,127.698829,5,109.7128743,1,green
33:48.9,2,2,40.18235951,2,2,40.18235951,6,122.7061451,0,green
33:49.2,2,2,35.954689,2,2,35.954689,5,121.3296034,0,green
33:49.4,3,3,85.34853811,3,3,85.34853811,5,95.12636429,0,green
33:49.6,4,4,55.96762257,4,4,55.96762257,5,84.63924308,0,green
33:49.9,5,5,49.58717336,5,5,49.58717336,5,72.37486341,0,green
33:50.1,5,5,68.45765442,5,5,68.45765442,4,48.80819706,0,green
33:50.4,4,4,59.26958688,4,4,59.26958688,5,42.84300946,0,green
33:50.6,3,3,44.60843025,3,3,44.60843025,4,44.81279038,0,green
33:50.8,5,5,43.999738,5,5,43.999738,6,42.46502857,1,green
33:51.1,4,4,60.09124758,4,4,60.09124758,6,52.72117142,0,green
33:51.3,4,4,73.4752326,4,4,73.4752326,6,50.63470758,0,green
33:51.6,5,5,53.4934495,5,5,53.4934495,6,55.14464437,0,green
33:51.8,5,5,50.69687006,5,5,50.69687006,7,56.47129541,1,green
33:52.0,5,5,72.02132111,5,5,72.02132111,7,77.81182229,1,green
33:52.3,4,4,75.69662892,4,4,75.69662892,7,56.35139736,1,green
33:52.5,4,4,51.6777736,4,4,51.6777736,6,53.52270572,1,green
33:52.8,5,5,33.7021009,5,5,33.7021009,6,55.81898317,0,green
33:53.0,5,5,50.99492863,5,5,50.99492863,5,82.7657495,0,green
33:53.2,5,5,69.73435891,5,5,69.73435891,5,69.79349685,0,green
33:53.5,5,5,53.22096367,5,5,53.22096367,6,70.48516544,0,green
33:53.7,6,6,55.14212694,6,6,55.14212694,4,81.37817036,0,green
33:54.0,7,7,35.20471701,7,7,35.20471701,4,74.69423547,0,green
33:54.2,6,6,36.78145518,6,6,36.78145518,4,87.50159732,1,green
33:54.5,8,8,48.9279117,8,8,48.9279117,6,71.79934148,0,green
33:54.7,7,7,23.53902543,7,7,23.53902543,6,75.73296048,0,green
33:54.9,8,8,54.93645655,8,8,54.93645655,6,93.82580024,0,green
33:55.2,9,9,44.8525447,9,9,44.8525447,5,114.2477241,0,green
33:55.4,9,9,49.94585994,9,9,49.94585994,6,145.2657447,0,green
33:55.7,9,9,47.99217403,9,9,47.99217403,6,115.9436899,0,green
33:55.9,9,9,82.44740005,9,9,82.44740005,5,50.18388435,0,green
33:56.2,9,9,48.99176871,9,9,48.99176871,5,58.80083199,0,green
33:56.4,10,10,65.38677643,10,10,65.38677643,5,49.0158206,0,green
33:56.6,11,11,59.75349149,11,11,59.75349149,5,62.77888306,0,green
33:56.9,10,10,72.66543323,10,10,72.66543323,5,57.92717883,0,green
33:57.1,10,10,82.58959497,10,10,82.58959497,5,54.57134121,0,green
33:57.4,9,9,44.6459927,9,9,44.6459927,5,59.88514208,0,green
33:57.7,10,10,85.97308279,10,10,85.97308279,6,66.90475922,0,green
33:57.9,10,10,74.48057894,10,10,74.48057894,6,65.76300627,0,green
33:58.2,10,10,72.68291474,10,10,72.68291474,6,67.90593386,0,green
33:58.4,9,9,84.19415759,9,9,84.19415759,7,66.5202977,0,green
33:58.7,9,9,67.05712716,9,9,67.05712716,8,48.94465271,0,green
33:58.9,11,11,68.90738264,11,11,68.90738264,8,63.43050406,1,green
33:59.2,10,10,43.89087802,10,10,43.89087802,8,62.96086883,1,green
33:59.5,9,9,66.22900015,9,9,66.22900015,7,73.61090259,0,green
33:59.7,8,8,63.54447879,8,8,63.54447879,7,67.01845557,0,green
34:00.0,10,10,63.42438728,10,10,63.42438728,7,77.98411381,0,green
34:00.3,10,10,65.02821834,10,10,65.02821834,6,78.01948812,1,green
34:00.5,9,9,96.08352057,9,9,96.08352057,5,107.3868236,0,green
34:00.8,8,8,107.9357954,8,8,107.9357954,6,81.83434295,0,green
34:01.0,9,9,74.1207074,9,9,74.1207074,5,102.0845791,0,green
34:01.3,8,8,123.9248335,8,8,123.9248335,5,106.5989243,1,green
34:01.5,9,9,86.94826147,9,9,86.94826147,7,111.152793,0,green
34:01.8,10,10,92.83875401,10,10,92.83875401,6,118.8277744,0,green
34:02.0,10,10,101.690958,10,10,101.690958,6,124.513529,0,green
34:02.3,10,10,113.093924,10,10,113.093924,6,123.84681,0,green
34:02.5,7,7,101.7762617,7,7,101.7762617,6,122.7305425,0,green
34:02.8,7,7,145.6711786,7,7,145.6711786,7,141.705126,0,green
34:03.1,7,7,93.01777095,7,7,93.01777095,6,154.4829227,0,green
34:03.3,8,8,148.5420364,8,8,148.5420364,8,139.6676001,0,green
34:03.6,9,9,145.7116301,9,9,145.7116301,7,158.9012993,0,green
34:03.9,8,8,145.9483192,8,8,145.9483192,7,199.5900597,0,green
34:04.1,8,8,133.2583013,8,8,133.2583013,8,163.0420115,1,green
34:04.4,8,8,208.7568955,8,8,208.7568955,6,145.9227549,0,green
34:04.7,6,6,221.7569577,6,6,221.7569577,7,152.4153031,0,green
34:04.9,7,7,174.1385319,7,7,174.1385319,8,147.3744938,0,green
34:05.2,8,8,113.0585681,8,8,113.0585681,7,145.3179167,0,green
34:05.4,8,8,155.9676453,8,8,155.9676453,8,147.0453207,1,green
34:05.8,8,8,126.7943513,8,8,126.7943513,6,124.2584067,0,green
34:06.0,8,8,121.4896941,8,8,121.4896941,6,123.9711231,0,green
34:06.3,6,6,166.5388096,6,6,166.5388096,7,77.86779611,0,green
34:06.6,5,5,172.1319952,5,5,172.1319952,6,71.27127891,0,green
34:06.8,5,5,90.45535537,5,5,90.45535537,6,106.348092,0,green
34:07.0,5,5,58.78565313,5,5,58.78565313,5,121.9083015,0,green
34:07.3,4,4,41.72946499,4,4,41.72946499,5,97.22854883,1,green
34:07.5,3,3,30.97452524,3,3,30.97452524,5,23.33812485,0,green
34:07.7,3,3,54.25327733,3,3,54.25327733,5,75.88117513,1,green
34:08.0,4,4,58.04203197,4,4,58.04203197,7,35.59725727,0,green
34:08.2,4,4,51.18723441,4,4,51.18723441,6,55.19850084,0,green
34:08.5,4,4,73.16523433,4,4,73.16523433,5,45.74085066,0,green
34:08.7,4,4,34.57937091,4,4,34.57937091,4,40.29691678,0,green
34:08.9,4,4,47.47127232,4,4,47.47127232,6,23.53427142,0,green
34:09.1,4,4,24.48037277,4,4,24.48037277,6,63.65350824,0,green
34:09.4,4,4,22.40786709,4,4,22.40786709,6,39.07867008,0,green
34:09.6,4,4,45.99116039,4,4,45.99116039,7,39.95802554,0,green
34:09.8,4,4,38.19043954,4,4,38.19043954,6,36.91889787,1,green
34:10.1,4,4,66.98722256,4,4,66.98722256,6,42.05601378,1,green
34:10.3,4,4,64.93349138,4,4,64.93349138,6,47.52254973,0,green
34:10.6,4,4,55.06496848,4,4,55.06496848,7,59.8400189,0,green
34:10.8,4,4,106.3163812,4,4,106.3163812,7,52.89617583,0,green
34:11.1,5,5,49.95689582,5,5,49.95689582,8,46.22708042,0,green
34:11.3,5,5,81.2120334,5,5,81.2120334,8,57.38174606,0,green
34:11.6,6,6,73.13344503,6,6,73.13344503,8,42.07182394,1,green
34:11.8,7,7,54.85798289,7,7,54.85798289,7,40.52976655,0,green
34:12.0,6,6,55.93893065,6,6,55.93893065,5,93.15180959,0,green
34:12.3,6,6,51.80714091,6,6,51.80714091,5,76.98343585,0,green
34:12.5,7,7,68.57654745,7,7,68.57654745,5,65.6231046,0,green
34:12.8,6,6,64.56899092,6,6,64.56899092,5,124.287325,0,green
34:13.0,7,7,100.7864095,7,7,100.7864095,5,131.69003,0,green
34:13.3,6,6,92.7137673,6,6,92.7137673,5,103.5073728,0,green
34:13.5,6,6,78.21376025,6,6,78.21376025,5,108.6896094,0,green
34:13.7,6,6,80.57789676,6,6,80.57789676,5,122.8831483,0,green
34:14.0,4,4,119.6006381,4,4,119.6006381,5,93.61641265,0,green
34:14.2,5,5,109.88473,5,5,109.88473,5,85.69354623,1,green
34:14.4,5,5,67.57019452,5,5,67.57019452,6,111.6920547,0,green
34:14.7,5,5,84.38772459,5,5,84.38772459,7,90.20955838,0,green
34:14.9,5,5,131.4826591,5,5,131.4826591,7,85.74461276,1,green
34:15.2,5,5,71.13575264,5,5,71.13575264,6,97.87897646,0,green
34:15.4,5,5,75.50008271,5,5,75.50008271,6,117.5468377,0,green
34:15.7,5,5,49.03723922,5,5,49.03723922,8,73.54004887,0,green
34:15.9,5,5,79.27899801,5,5,79.27899801,6,96.5490138,1,green
34:16.2,5,5,92.03653513,5,5,92.03653513,6,96.36409229,1,green
34:16.5,6,6,80.60808453,6,6,80.60808453,5,73.24367633,0,green
34:16.7,5,5,99.72164059,5,5,99.72164059,6,116.1364545,0,green
34:17.0,5,5,80.91398187,5,5,80.91398187,6,117.3836246,0,green
34:17.2,6,6,96.93431101,6,6,96.93431101,6,96.52736819,1,green
34:17.4,6,6,97.30042749,6,6,97.30042749,6,93.85318796,1,green
34:17.7,5,5,100.8246662,5,5,100.8246662,7,105.1933531,0,green
34:17.9,5,5,117.7879273,5,5,117.7879273,7,111.6350985,1,green
34:18.2,5,5,149.5116281,5,5,149.5116281,6,101.7891035,0,green
34:18.5,4,4,144.3784868,4,4,144.3784868,6,112.560746,0,green
34:18.7,4,4,160.3796883,4,4,160.3796883,6,131.3275408,0,green
34:18.9,4,4,186.6542329,4,4,186.6542329,6,156.1701453,0,green
34:19.2,4,4,189.3728971,4,4,189.3728971,6,141.7855413,0,green
34:19.4,4,4,219.5771435,4,4,219.5771435,6,138.3917796,0,green
34:19.7,4,4,301.590378,4,4,301.590378,6,109.656941,1,green
34:19.9,4,4,243.3653843,4,4,243.3653843,6,99.81969312,0,green
34:20.1,3,3,241.3798323,3,3,241.3798323,6,71.51212845,0,green
34:20.4,3,3,204.8481382,3,3,204.8481382,5,100.8687302,0,green
34:20.6,4,4,158.029949,4,4,158.029949,5,115.6822834,0,green
34:20.8,4,4,138.2851067,4,4,138.2851067,5,113.5033956,0,green
34:21.1,4,4,281.8930076,4,4,281.8930076,5,136.5692105,0,green
34:21.4,4,4,117.6031608,4,4,117.6031608,5,121.8805965,0,green
34:21.6,4,4,92.72162591,4,4,92.72162591,8,129.7765601,0,green
34:21.9,4,4,56.95218851,4,4,56.95218851,6,49.50805674,0,green
34:22.1,4,4,67.11371653,4,4,67.11371653,6,79.31710413,0,green
34:22.4,4,4,63.05417446,4,4,63.05417446,6,51.19589443,1,green
34:22.6,4,4,81.98877673,4,4,81.98877673,6,53.47284177,0,green
34:22.9,4,4,68.21080343,4,4,68.21080343,6,74.4849966,0,green
34:23.1,4,4,50.11400565,4,4,50.11400565,5,72.81972485,0,green
34:23.4,4,4,96.35602669,4,4,96.35602669,6,64.51693038,0,green
34:23.6,4,4,63.62069269,4,4,63.62069269,6,61.78981483,0,green
34:23.8,3,3,80.69601047,3,3,80.69601047,6,59.14350325,0,green
34:24.0,3,3,61.95104814,3,3,61.95104814,6,88.01674469,0,green
34:24.3,3,3,90.70800726,3,3,90.70800726,5,101.9756586,0,green
34:24.5,3,3,80.16283431,3,3,80.16283431,5,105.6093114,0,green
34:24.7,3,3,130.8745006,3,3,130.8745006,5,78.81987071,0,green
34:25.0,3,3,140.2169165,3,3,140.2169165,6,73.29998485,0,green
34:25.2,3,3,201.3798948,3,3,201.3798948,8,119.3345775,0,green
34:25.4,4,4,150.9513779,4,4,150.9513779,6,90.59610913,0,green
34:25.7,4,4,134.366906,4,4,134.366906,7,90.47144543,0,green
34:25.9,4,4,103.6726244,4,4,103.6726244,7,77.57137609,0,green
34:26.2,6,6,82.6121198,6,6,82.6121198,7,85.59331539,0,green
34:26.4,7,7,106.0844264,7,7,106.0844264,7,78.2772548,0,green
34:26.6,7,7,111.1162435,7,7,111.1162435,7,120.4659362,0,green
34:26.9,5,5,117.3497718,5,5,117.3497718,7,107.6987744,0,green
34:27.1,4,4,126.7844228,4,4,126.7844228,8,99.5695612,0,green
34:27.4,4,4,129.8037529,4,4,129.8037529,8,118.9785743,0,green
34:27.7,5,5,150.9598452,5,5,150.9598452,8,124.8830453,0,green
34:27.9,4,4,134.2474736,4,4,134.2474736,6,131.8613633,0,green
34:28.2,4,4,158.6923018,4,4,158.6923018,6,107.1475486,0,green
34:28.4,4,4,211.9423907,4,4,211.9423907,4,109.5161169,0,green
34:28.6,4,4,165.6887211,4,4,165.6887211,4,119.382705,0,green
34:28.9,3,3,136.8616297,3,3,136.8616297,5,124.0522171,0,green
34:29.1,3,3,134.772969,3,3,134.772969,6,177.4389829,0,green
34:29.3,3,3,57.20674953,3,3,57.20674953,6,144.6754232,0,green
34:29.5,3,3,25.2505415,3,3,25.2505415,6,139.1664495,0,green
34:29.8,3,3,16.86730992,3,3,16.86730992,5,76.15001928,0,green
34:30.0,3,3,21.79885049,3,3,21.79885049,5,77.4456983,1,green
34:30.2,3,3,26.28364669,3,3,26.28364669,6,68.73973973,0,green
34:30.4,4,4,22.46392483,4,4,22.46392483,6,71.3887141,0,green
34:30.7,5,5,13.34117684,5,5,13.34117684,6,99.24134452,0,green
34:30.9,5,5,18.71755129,5,5,18.71755129,6,82.68731303,0,green
34:31.2,5,5,19.14755382,5,5,19.14755382,6,75.02506384,2,green
34:31.4,5,5,25.30392416,5,5,25.30392416,7,78.5666213,0,green
34:31.6,5,5,34.48592996,5,5,34.48592996,7,92.5991483,0,green
34:31.9,4,4,17.61334626,4,4,17.61334626,7,100.0617239,0,green
34:32.1,4,4,18.37518023,4,4,18.37518023,7,73.6044257,0,green
34:32.3,4,4,19.36298114,4,4,19.36298114,7,49.26058772,0,green
34:32.6,4,4,22.72322003,4,4,22.72322003,7,44.56107343,1,green
34:32.8,3,3,17.52331637,3,3,17.52331637,6,51.81015835,0,green
34:33.0,4,4,36.33760457,4,4,36.33760457,6,55.10899483,0,green
34:33.3,3,3,32.01692323,3,3,32.01692323,6,35.54590162,0,green
34:33.5,3,3,88.58378752,3,3,88.58378752,6,39.57897854,0,green
34:33.7,2,2,25.04359776,2,2,25.04359776,4,42.95316133,0,green
34:34.0,2,2,38.86033569,2,2,38.86033569,5,51.43705583,0,green
34:34.2,2,2,45.71418597,2,2,45.71418597,5,42.70958444,0,green
34:34.5,2,2,24.95883807,2,2,24.95883807,5,47.92066331,0,green
34:34.7,2,2,39.30996002,2,2,39.30996002,5,52.70578897,0,green
34:34.9,2,2,8.760341208,2,2,8.760341208,6,79.01032237,0,green
34:35.2,3,3,11.57378106,3,3,11.57378106,7,70.94558863,0,green
34:35.4,3,3,27.43214047,3,3,27.43214047,5,67.74117297,0,green
34:35.7,3,3,33.86525837,3,3,33.86525837,4,62.67537116,0,green
34:35.9,3,3,49.00494358,3,3,49.00494358,5,82.63950635,0,green
34:36.1,3,3,49.07145938,3,3,49.07145938,6,81.94882328,0,green
34:36.3,3,3,45.11230549,3,3,45.11230549,7,109.252431,0,green
34:36.6,3,3,75.02149368,3,3,75.02149368,6,111.1603139,0,green
34:36.8,3,3,57.4596165,3,3,57.4596165,6,110.2422632,0,green
34:37.1,2,2,45.19772445,2,2,45.19772445,6,99.86768828,0,green
34:37.3,2,2,53.38147416,2,2,53.38147416,6,103.1381704,0,green
34:37.6,3,3,40.33041343,3,3,40.33041343,6,118.3885315,0,green
34:37.8,3,3,46.68999353,3,3,46.68999353,6,154.1864411,0,green
34:38.0,2,2,36.64514925,2,2,36.64514925,7,129.4089067,0,green
34:38.3,2,2,29.78736726,2,2,29.78736726,7,305.4079646,0,green
34:38.5,4,4,31.16621625,4,4,31.16621625,5,57.53888993,0,green
34:38.8,4,4,20.122189,4,4,20.122189,5,42.07973624,0,green
34:39.0,4,4,36.10989279,4,4,36.10989279,5,46.9165221,0,green
34:39.2,5,5,25.16820027,5,5,25.16820027,5,63.67843486,0,green
34:39.5,6,6,20.45581003,6,6,20.45581003,5,61.84915622,0,green
34:39.7,6,6,23.78819771,6,6,23.78819771,5,54.45758629,0,green
34:39.9,6,6,20.39823334,6,6,20.39823334,6,59.19109715,0,green
34:40.2,6,6,27.94529879,6,6,27.94529879,6,55.28224092,0,green
34:40.4,6,6,25.45180749,6,6,25.45180749,6,27.58736698,0,green
34:40.7,6,6,21.97419632,6,6,21.97419632,6,33.31786868,0,green
34:41.0,6,6,22.73965021,6,6,22.73965021,6,33.14994168,0,green
34:41.2,5,5,31.69950123,5,5,31.69950123,6,35.00313204,0,green
34:41.4,5,5,25.31767892,5,5,25.31767892,6,32.54280436,0,green
34:41.7,5,5,20.62026692,5,5,20.62026692,7,41.62451196,0,green
34:41.9,5,5,23.6748402,5,5,23.6748402,8,64.14423148,0,green
34:42.1,4,4,10.62648482,4,4,10.62648482,7,55.56276451,0,green
34:42.4,4,4,31.51004947,4,4,31.51004947,7,62.52526251,0,green
34:42.6,4,4,25.45684382,4,4,25.45684382,7,68.68894307,0,green
34:42.9,5,5,15.41453705,5,5,15.41453705,8,69.88387335,0,green
34:43.1,5,5,46.25084072,5,5,46.25084072,7,95.32665182,0,green
34:43.3,4,4,23.1396572,4,4,23.1396572,6,105.7796447,0,green
34:43.5,5,5,38.7871185,5,5,38.7871185,7,62.13688879,0,green
34:43.8,5,5,38.78053278,5,5,38.78053278,5,54.93381178,0,green
34:44.0,5,5,31.78742698,5,5,31.78742698,6,61.08953885,0,green
34:44.3,5,5,31.70032041,5,5,31.70032041,6,51.60049746,0,green
34:44.5,6,6,34.21471403,6,6,34.21471403,6,53.11553187,0,green
34:44.7,5,5,37.42459919,5,5,37.42459919,7,47.66062355,0,green
34:45.0,4,4,38.21803895,4,4,38.21803895,7,88.61566813,0,green
34:45.2,4,4,41.64202566,4,4,41.64202566,8,57.87624244,0,green
34:45.4,3,3,43.78536491,3,3,43.78536491,8,58.01670038,0,green
34:45.7,3,3,53.33480248,3,3,53.33480248,8,87.45072593,0,green
34:45.9,3,3,38.31576984,3,3,38.31576984,8,45.29024301,0,green
34:46.1,2,2,43.5533282,2,2,43.5533282,8,63.03112929,0,green
34:46.4,2,2,22.38364272,2,2,22.38364272,7,48.99127212,0,green
34:46.6,2,2,12.16974451,2,2,12.16974451,7,76.36878561,0,green
34:46.8,2,2,33.21082436,2,2,33.21082436,8,58.5884248,0,green
34:47.0,2,2,17.08439725,2,2,17.08439725,8,65.70686851,1,red
34:47.2,2,2,11.12271579,2,2,11.12271579,9,58.99371095,0,red
34:47.5,2,2,9.267411877,2,2,9.267411877,9,68.36831804,0,red
34:47.7,2,2,12.6096009,2,2,12.6096009,9,60.86264466,0,red
34:47.9,2,2,40.6883723,2,2,40.6883723,8,71.09277537,1,red
34:48.2,2,2,46.17478671,2,2,46.17478671,8,60.65215216,1,red
34:48.4,2,2,50.94328672,2,2,50.94328672,8,73.38378721,0,red
34:48.6,3,3,53.70853845,3,3,53.70853845,8,64.08488113,0,red
34:48.8,3,3,32.22551998,3,3,32.22551998,8,62.5901546,0,red
34:49.1,3,3,29.07938026,3,3,29.07938026,8,50.62192508,1,red
34:49.3,3,3,45.63010944,3,3,45.63010944,8,81.57950614,0,red
34:49.5,3,3,40.69350751,3,3,40.69350751,8,80.97711797,0,red
34:49.7,3,3,38.55265472,3,3,38.55265472,8,87.04092776,0,red
34:50.0,3,3,30.37115077,3,3,30.37115077,8,54.60249121,0,red
34:50.2,5,5,33.05182035,5,5,33.05182035,8,57.03966755,0,red
34:50.4,5,5,22.51993258,5,5,22.51993258,8,58.47793567,0,red
34:50.6,5,5,26.95646575,5,5,26.95646575,8,62.40254549,0,red
34:50.9,5,5,17.03314376,5,5,17.03314376,8,78.63142597,0,red
